listingId,propertyId,address,price,beds,baths,sqft,lat,lon,url,photo_url,yearBuilt,lotSize
209727121,194124229,"4701 NW Camas Meadows Dr, Camas, WA 98607",686000,3,2.5,1854,45.629697,-122.456898,/WA/Camas/4701-NW-Camas-Meadows-Dr-98607/home/194124229,https://ssl.cdn-redfin.com/photo/84/islphoto/059/genIslnoResize.129150059_1.jpg,2025,2613
209706871,194124228,"4703 NW Camas Meadows Dr, Camas, WA 98607",639000,4,2.5,1976,45.629718,-122.456992,/WA/Camas/4703-NW-Camas-Meadows-Dr-98607/home/194124228,https://ssl.cdn-redfin.com/photo/84/islphoto/570/genIslnoResize.439736570_0.jpg,2025,2178
209706511,194124227,"4705 NW Camas Meadows Dr, Camas, WA 98607",699000,3,2.5,2117,45.629751,-122.45708,/WA/Camas/4705-NW-Camas-Meadows-Dr-98607/home/194124227,https://ssl.cdn-redfin.com/photo/84/islphoto/895/genIslnoResize.733730895_0.jpg,2025,3049
209629937,14596155,"25511 NE 13th St, Camas, WA 98607",924900,3,3.0,2184,45.6317684,-122.4103326,/WA/Camas/25511-NE-13th-St-98607/home/14596155,https://ssl.cdn-redfin.com/photo/84/islphoto/364/genIslnoResize.698385364_0.jpg,1978,110642
209603175,199408888,"3832 NW 74th Ave, Camas, WA 98607",879500,3,2.5,2507,45.6336386,-122.451018,/WA/Camas/3832-NW-74th-Ave-98607/home/199408888,https://ssl.cdn-redfin.com/photo/84/islphoto/624/genIslnoResize.319917624_0.jpg,2020,
209600876,104470541,"2400 NW 41st Ave, Camas, WA 98607",1050000,4,3.5,3224,45.6089059,-122.433786,/WA/Camas/2400-NW-41st-Ave-98607/home/104470541,https://ssl.cdn-redfin.com/photo/84/islphoto/786/genIslnoResize.747520786_0.jpg,2015,7405
209599775,14689150,"3704 NW Orchard Ct, Camas, WA 98607",799000,3,2.5,2248,45.606489,-122.4330662,/WA/Camas/3704-NW-Orchard-Ct-98607/home/14689150,https://ssl.cdn-redfin.com/photo/84/islphoto/480/genIslnoResize.787237480_1.jpg,1996,11761
209519092,161075958,"1501 NW 8th Ave, Camas, WA 98607",699900,3,2.0,1502,45.585781,-122.425892,/WA/Camas/1501-NW-8th-Ave-98607/home/161075958,https://ssl.cdn-redfin.com/photo/84/islphoto/719/genIslnoResize.759894719_1.jpg,2025,8712
209474483,196208037,"1107 SE 193rd Pl, Camas, WA 98607",504995,4,2.0,1499,45.613374,-122.475226,/WA/Camas/1107-SE-193rd-Pl-98607/home/196208037,https://ssl.cdn-redfin.com/photo/84/islphoto/911/genIslnoResize.319831911_0.jpg,2025,2178
209473089,196208006,"1115 SE 194th Pl, Camas, WA 98607",489995,3,2.0,1353,45.613001,-122.474376,/WA/Camas/1115-SE-194th-Pl-98607/home/196208006,https://ssl.cdn-redfin.com/photo/84/islphoto/076/genIslnoResize.128793076_0.jpg,2025,2178
209450003,195091659,"8772 N Farell St, Camas, WA 98607",884900,4,3.0,2841,45.645745,-122.437934,/WA/Camas/8772-N-Farrell-St-98607/home/195091659,https://ssl.cdn-redfin.com/photo/84/islphoto/670/genIslnoResize.121611670_0.jpg,2026,
209431125,14700648,"7705 NW Quinault St, Camas, WA 98607",979000,3,2.5,3056,45.634237,-122.453128,/WA/Camas/7705-NW-Quinault-St-98607/home/14700648,https://ssl.cdn-redfin.com/photo/84/islphoto/568/genIslnoResize.667629568_0.jpg,2006,
209415538,14596990,"4043 SE Harmony Pl, Camas, WA 98607",655000,4,2.5,2208,45.5920902,-122.4691166,/WA/Camas/4043-SE-Harmony-Pl-98607/home/14596990,https://ssl.cdn-redfin.com/photo/84/islphoto/990/genIslnoResize.742111990_1.jpg,1998,7840
209383089,199123765,"5482 N 94th Ave Lot 213, Camas, WA 98607",851240,4,3.0,2674,45.649914,-122.438554,/WA/Camas/5482-N-94th-Ave-98607/unit-213/home/199123765,https://ssl.cdn-redfin.com/photo/84/islphoto/657/genIslnoResize.626605657_0.jpg,2025,6969
209335918,14695759,"3545 SE 198th Ave, Camas, WA 98607",475000,3,2.5,1796,45.5951832,-122.4712206,/WA/Camas/3545-SE-198th-Ave-98607/home/14695759,https://ssl.cdn-redfin.com/photo/84/islphoto/111/genIslnoResize.415388111_0.jpg,2006,2178
209325747,194124278,"4715 NW Camas Meadows Dr, Camas, WA 98607",699000,3,2.5,2117,45.62979,-122.457184,/WA/Camas/4715-NW-Camas-Meadows-Dr-98607/home/194124278,https://ssl.cdn-redfin.com/photo/84/islphoto/208/genIslnoResize.214964208_0.jpg,2025,3049
209312400,194124280,"4719 NW Camas Meadows Dr, Camas, WA 98607",714000,3,2.5,2117,45.629854,-122.457359,/WA/Camas/4719-NW-Camas-Meadows-Dr-98607/home/194124280,https://ssl.cdn-redfin.com/photo/84/islphoto/096/genIslnoResize.486848096_0.jpg,2025,3049
209308699,194124279,"4717 NW Camas Meadows Dr, Camas, WA 98607",599000,4,2.5,1976,45.629822,-122.457271,/WA/Camas/4717-NW-Camas-Meadows-Dr-98607/home/194124279,https://ssl.cdn-redfin.com/photo/84/islphoto/347/genIslnoResize.157159347_0.jpg,2025,2178
209302652,14596376,"4202 NE Everett Ct, Camas, WA 98607",675000,3,2.0,1368,45.6100544,-122.4053895,/WA/Camas/4202-NE-Everett-Ct-98607/home/14596376,https://ssl.cdn-redfin.com/photo/84/islphoto/617/genIslnoResize.291497617_1.jpg,1948,18730
209301954,185918175,"386 W Fir Loop, Washougal, WA 98671",1174000,5,4.5,3753,45.5987967,-122.3747108,/WA/Washougal/386-W-Fir-Loop-98671/home/185918175,https://ssl.cdn-redfin.com/photo/84/islphoto/427/genIslnoResize.490611427_4.jpg,2024,11325
209280434,141078406,"3228 NW Hood Ct, Camas, WA 98607",1175000,3,3.0,2990,45.6209378,-122.4432366,/WA/Camas/3228-NW-Hood-Ct-98607/home/141078406,https://ssl.cdn-redfin.com/photo/84/islphoto/612/genIslnoResize.381805612_0.jpg,2016,11761
209268821,196208028,"1106 SE 194th Pl, Camas, WA 98607",504995,3,2.0,1484,45.613357,-122.474629,/WA/Camas/1106-SE-194th-Pl-98607/home/196208028,https://ssl.cdn-redfin.com/photo/84/islphoto/607/genIslnoResize.329701607_0.jpg,2025,2178
209268068,14621929,"7311 NE 317th Pl, Camas, WA 98607",1250000,4,2.5,4776,45.6766752,-122.3471043,/WA/Camas/7311-NE-317th-Pl-98607/home/14621929,https://ssl.cdn-redfin.com/photo/1/islphoto/212/genIslnoResize.2439212_0.jpg,2003,217800
209267956,196208005,"1201 SE 194th Pl, Camas, WA 98607",509995,4,2.0,1484,45.6129728,-122.4742748,/WA/Camas/1201-SE-194th-Pl-98607/home/196208005,https://ssl.cdn-redfin.com/photo/84/islphoto/381/genIslnoResize.153485381_0.jpg,2025,2178
209256852,14677214,"219 NE 18th Ave, Camas, WA 98607",425000,4,1.0,1304,45.5924841,-122.4084008,/WA/Camas/219-NE-18th-Ave-98607/home/14677214,https://ssl.cdn-redfin.com/photo/84/islphoto/326/genIslnoResize.375033326_0.jpg,1995,3920
209254360,195091660,"5435 N 87th Ave, Camas, WA 98607",712900,3,2.0,1916,45.645441,-122.438066,/WA/Camas/5435-N-87th-Ave-98607/home/195091660,https://ssl.cdn-redfin.com/photo/84/islphoto/349/genIslnoResize.109502349_0.jpg,2026,
209252805,196208004,"1203 SE 194th Pl, Camas, WA 98607",489995,3,2.0,1353,45.6128265,-122.4743743,/WA/Camas/1203-SE-194th-Pl-98607/home/196208004,https://ssl.cdn-redfin.com/photo/84/islphoto/204/genIslnoResize.695746204_0.jpg,2025,2178
209252658,196208003,"1205 SE 194th Pl, Camas, WA 98607",509995,3,2.0,1484,45.6127584,-122.4743705,/WA/Camas/1205-SE-194th-Pl-98607/home/196208003,https://ssl.cdn-redfin.com/photo/84/islphoto/166/genIslnoResize.133994166_0.jpg,2025,2178
209251615,196208002,"1207 SE 194th Pl, Camas, WA 98607",489995,3,2.0,1353,45.612695,-122.474375,/WA/Camas/1207-SE-194th-Pl-98607/home/196208002,https://ssl.cdn-redfin.com/photo/84/islphoto/840/genIslnoResize.421598840_0.jpg,2025,2178
209251294,196208001,"1209 SE 194th Pl, Camas, WA 98607",509995,3,2.0,1484,45.61269,-122.474259,/WA/Camas/1209-SE-194th-Pl-98607/home/196208001,https://ssl.cdn-redfin.com/photo/84/islphoto/124/genIslnoResize.483553124_0.jpg,2025,2613
209236668,14671006,"100 SE Leadbetter Rd, Camas, WA 98607",600000,,,,45.6125018,-122.41055,/WA/Camas/100-SE-Leadbetter-Rd-98607/home/14671006,https://ssl.cdn-redfin.com/photo/84/islphoto/578/genIslnoResize.703779578_0.jpg,,309276
209191450,113102866,"3439 NW McMaster Dr, Camas, WA 98607",2575000,5,5.5,4263,45.6263863,-122.4453348,/WA/Camas/3439-NW-McMaster-Dr-98607/home/113102866,https://ssl.cdn-redfin.com/photo/1/islphoto/849/genIslnoResize.2453849_0.jpg,2019,16566
209155085,58888917,"5333 NW 38th Ave, Camas, WA 98607",3250000,,,,45.6099072,-122.4635416,/WA/Camas/5333-NW-38th-Ave-98607/home/58888917,https://ssl.cdn-redfin.com/photo/1/islphoto/514/genIslnoResize.2453514_0.jpg,,921294
209152498,198863835,"7535 NW Quinault St, Camas, WA 98607",1100000,3,2.5,2820,45.6336386,-122.451018,/WA/Camas/7535-NW-Quinault-St-98607/home/198863835,https://ssl.cdn-redfin.com/photo/84/islphoto/216/genIslnoResize.794761216_7.jpg,2018,
209150563,147160346,"530 NE Province Dr, Camas, WA 98607",2300000,5,6.5,4722,45.589487,-122.386081,/WA/Camas/530-NE-Province-Dr-98607/home/147160346,https://ssl.cdn-redfin.com/photo/84/islphoto/274/genIslnoResize.650654274_1.jpg,2025,11325
209139354,14606297,"3313 NW Sierra, Camas, WA 98607",897970,4,3.0,3231,45.6036865,-122.4285108,/WA/Camas/3313-NW-Sierra-Dr-98607/home/14606297,https://ssl.cdn-redfin.com/photo/84/islphoto/461/genIslnoResize.409252461_0.jpg,2002,7971
209122359,195091769,"533 NW Halifax St, Camas, WA 98607",1950000,5,3.5,3809,45.583167,-122.442695,/WA/Camas/533-NW-Halifax-St-98607/home/195091769,https://ssl.cdn-redfin.com/photo/84/islphoto/048/genIslnoResize.309861048_1.jpg,2026,8000
209114281,198909545,"2679 N 49th Ave Lot 120, Camas, WA 98607",1124000,5,4.0,3226,45.615615,-122.409748,/WA/Camas/2679-N-49th-Ave-98607/unit-120/home/198909545,https://ssl.cdn-redfin.com/photo/84/islphoto/011/genIslnoResize.711072011_4.jpg,2025,7840
209085497,198883328,"5526 N 94th Ave Lot 215, Camas, WA 98607",809835,4,3.5,2493,45.649912,-122.439132,/WA/Camas/5526-N-94th-Ave-98607/unit-215/home/198883328,https://ssl.cdn-redfin.com/photo/84/islphoto/720/genIslnoResize.401756720_0.jpg,2025,6969
209081610,195091649,"5498 N 88th Ave, Camas, WA 98607",777900,4,3.0,2341,45.645753,-122.438793,/WA/Camas/5498-N-88th-Ave-98607/home/195091649,https://ssl.cdn-redfin.com/photo/84/islphoto/744/genIslnoResize.146471744_0.jpg,2026,7405
209079303,14691165,"3505 SE 197th Ave, Camas, WA 98607",509000,4,2.5,1991,45.596029,-122.4715812,/WA/Camas/3505-SE-197th-Ave-98607/home/14691165,https://ssl.cdn-redfin.com/photo/84/islphoto/891/genIslnoResize.129386891_0.jpg,2005,2178
209060329,172362350,"3919 NW 74th Ave #66, Camas, WA 98607",874900,3,2.5,2487,45.633764,-122.4512,/WA/Camas/3919-NW-74th-Ave-98607/unit-66/home/172362350,https://ssl.cdn-redfin.com/photo/84/islphoto/433/genIslnoResize.105124433_1.jpg,2019,
208972949,198828066,"000 SE Crown Rd Unit 50B, Washougal, WA 98671",150000,,,,45.592702,-122.385722,/WA/Washougal/SE-Crown-Rd-Unknown/unit-50B/home/198828066,https://ssl.cdn-redfin.com/photo/84/islphoto/794/genIslnoResize.198680794_0.jpg,,12196
208927323,147111591,"3655 NE Pioneer St, Camas, WA 98607",700000,5,3.0,2716,45.6053775,-122.3912378,/WA/Camas/3655-NE-Pioneer-St-98607/home/147111591,https://ssl.cdn-redfin.com/photo/84/islphoto/846/genIslnoResize.367555846_0.jpg,2018,4356
208908688,198816003,"5496 N 93rd Ave Lot 200, Camas, WA 98607",894210,4,3.0,2928,45.6492527,-122.4382167,/WA/Camas/5496-N-93rd-Ave-98607/unit-200/home/198816003,https://ssl.cdn-redfin.com/photo/84/islphoto/565/genIslnoResize.631301565_0.jpg,2025,6969
207618959,172612740,"6461 N 89th Ave, Camas, WA 98607",625000,3,2.5,2044,45.646227,-122.4486229,/WA/Camas/6461-N-89th-Ave-98607/home/172612740,https://ssl.cdn-redfin.com/photo/84/islphoto/874/genIslnoResize.234853874_0.jpg,2021,3920
208878905,198810187,"5511 N 94th Ave Lot 249, Camas, WA 98607",951561,4,3.0,2676,45.650323,-122.438966,/WA/Camas/5511-N-94th-Ave-98607/unit-249/home/198810187,https://ssl.cdn-redfin.com/photo/84/islphoto/299/genIslnoResize.743121299_0.jpg,2025,6969
208878783,194124231,"4697 NW Camas Meadows Dr, Camas, WA 98607",603000,3,2.5,1976,45.62955,-122.456532,/WA/Camas/4697-NW-Camas-Meadows-Dr-98607/home/194124231,https://ssl.cdn-redfin.com/photo/84/islphoto/952/genIslnoResize.252987952_1.jpg,2025,2178
208878294,198810124,"5567 N 94th Ave Lot 247, Camas, WA 98607",946477,4,3.0,2582,45.65032,-122.439512,/WA/Camas/5567-N-94th-Ave-98607/unit-247/home/198810124,https://ssl.cdn-redfin.com/photo/84/islphoto/848/genIslnoResize.455817848_0.jpg,2025,6969
208878293,194124230,"4699 NW Camas Meadows Dr, Camas, WA 98607",691000,3,2.5,1854,45.629611,-122.456597,/WA/Camas/4699-NW-Camas-Meadows-Dr-98607/home/194124230,https://ssl.cdn-redfin.com/photo/84/islphoto/284/genIslnoResize.255491284_3.jpg,2025,2613
208878292,194124233,"4693 NW Camas Meadows Dr, Camas, WA 98607",703000,3,2.5,2117,45.629492,-122.456375,/WA/Camas/4693-NW-Camas-Meadows-Dr-98607/home/194124233,https://ssl.cdn-redfin.com/photo/84/islphoto/180/genIslnoResize.510160180_1.jpg,2025,3049
208878185,198810114,"5493 N 94th Ave Lot 250, Camas, WA 98607",979980,4,3.0,2928,45.650312,-122.438755,/WA/Camas/5493-N-94th-Ave-98607/unit-250/home/198810114,https://ssl.cdn-redfin.com/photo/84/islphoto/720/genIslnoResize.292055720_0.jpg,2025,6969
208857113,147133635,"520 NE Providence Dr, Camas, WA 98607",2100000,3,3.5,4178,45.58957,-122.38677,/WA/Camas/520-NE-Province-Dr-98607/home/147133635,https://ssl.cdn-redfin.com/photo/1/islphoto/973/genIslnoResize.2448973_3.jpg,2025,11609
208566724,195091653,"5612 N 88th Ave, Camas, WA 98607",831400,4,3.0,2668,45.6457474,-122.4399091,/WA/Camas/5612-N-88th-Ave-98607/home/195091653,https://ssl.cdn-redfin.com/photo/84/islphoto/943/genIslnoResize.109756943_4.jpg,2026,7405
208566658,195091652,"5588 N 88th Ave, Camas, WA 98607",937900,4,3.0,3249,45.645736,-122.4396,/WA/Camas/5588-N-88th-Ave-98607/home/195091652,https://ssl.cdn-redfin.com/photo/84/islphoto/601/genIslnoResize.738737601_0.jpg,2026,7405
207758841,14659051,"22714 NE 16th St, Camas, WA 98607",589900,4,2.0,1688,45.6350003,-122.4391613,/WA/Camas/22714-NE-16th-St-98607/home/14659051,https://ssl.cdn-redfin.com/photo/84/islphoto/948/genIslnoResize.275052948_0.jpg,1980,61855
208801855,14700318,"1800 NW Lacamas Dr, Camas, WA 98607",1350000,5,3.0,3350,45.6143324,-122.4283627,/WA/Camas/1800-NW-Lacamas-Dr-98607/home/14700318,https://ssl.cdn-redfin.com/photo/84/islphoto/221/genIslnoResize.249286221_0.jpg,1999,13503
208775965,14698752,"4029 NW 77th Ave, Camas, WA 98607",745000,3,2.5,2266,45.634719,-122.452383,/WA/Camas/4029-NW-77th-Ave-98607/home/14698752,https://ssl.cdn-redfin.com/photo/84/islphoto/609/genIslnoResize.466305609_1.jpg,2006,
208760705,14626332,"3162 NW Kent St, Camas, WA 98607",629900,4,2.5,1789,45.6023873,-122.420887,/WA/Camas/3162-NW-Kent-St-98607/home/14626332,https://ssl.cdn-redfin.com/photo/1/islphoto/847/genIslnoResize.2447847_0.jpg,1978,9999
208749947,14584363,"30010 NE 60th St, Camas, WA 98607",1290000,4,3.0,3397,45.6683602,-122.3651064,/WA/Camas/30010-NE-60th-St-98607/home/14584363,https://ssl.cdn-redfin.com/photo/84/islphoto/208/genIslnoResize.192808208_0.jpg,2004,218235
208720083,196208030,"1110 SE 194th Pl, Camas, WA 98607",499995,3,2.0,1499,45.613191,-122.474625,/WA/Camas/1110-SE-194th-Pl-98607/home/196208030,https://ssl.cdn-redfin.com/photo/84/islphoto/804/genIslnoResize.513047804_1.jpg,2025,2178
208578283,14700348,"802 NW 5th Cir, Camas, WA 98607",449900,4,1.75,2005,45.583851,-122.417684,/WA/Camas/802-NW-5th-Cir-98607/home/14700348,https://ssl.cdn-redfin.com/photo/1/islphoto/030/genIslnoResize.2447030_0.jpg,1925,26433
208566482,195091654,"5658 N 88th Ave, Camas, WA 98607",970900,5,3.0,3442,45.6457565,-122.4401143,/WA/Camas/5658-N-88th-Ave-98607/home/195091654,https://ssl.cdn-redfin.com/photo/1/islphoto/508/genIslnoResize.2432508_0.jpg,2026,7187
208557579,185918155,"541 NW 8th Ave, Camas, WA 98607",975000,4,3.0,,45.585847,-122.414508,/WA/Camas/541-NW-8th-Ave-98607/home/185918155,https://ssl.cdn-redfin.com/photo/84/islphoto/125/genIslnoResize.670881125_3.jpg,2025,4791
208538517,198697278,"5597 N 94th Ave Lot 246, Camas, WA 98607",968927,4,3.0,2928,45.650319,-122.439785,/WA/Camas/5597-N-94th-Ave-98607/unit-246/home/198697278,https://ssl.cdn-redfin.com/photo/84/islphoto/506/genIslnoResize.657881506_0.jpg,2025,6969
208425782,14594029,"2160 NW Fargo Loop, Camas, WA 98607",735000,4,3.5,2620,45.5958574,-122.4161488,/WA/Camas/2160-NW-Fargo-Loop-98607/home/14594029,https://ssl.cdn-redfin.com/photo/84/islphoto/632/genIslnoResize.440049632_1.jpg,2003,6098
208409824,14609421,"1061 5th St, Washougal, WA 98671",388000,3,1.5,1016,45.587346,-122.3684627,/WA/Washougal/1061-5th-St-98671/home/14609421,https://ssl.cdn-redfin.com/photo/84/islphoto/342/genIslnoResize.632909342_0.jpg,1935,10890
208255725,14648730,"3110 NW Lacamas Dr, Camas, WA 98607",1599000,5,4.0,4702,45.6257177,-122.4421567,/WA/Camas/3110-NW-Lacamas-Dr-98607/home/14648730,https://ssl.cdn-redfin.com/photo/84/islphoto/790/genIslnoResize.798521790_0.jpg,2004,14810
208235467,167231940,"6245 N 86th Ave, Camas, WA 98607",674900,4,2.5,2401,45.6440498,-122.4461903,/WA/Camas/6245-N-86th-Ave-98607/home/167231940,https://ssl.cdn-redfin.com/photo/84/islphoto/938/genIslnoResize.628145938_1.jpg,2019,3920
208197439,194124316,"4541 NW 71st Ave, Camas, WA 98607",2775000,4,5.5,5459,45.628679,-122.454352,/WA/Camas/4541-NW-71st-Ave-98607/home/194124316,https://ssl.cdn-redfin.com/photo/84/islphoto/889/genIslnoResize.581914889_1.jpg,2025,11325
208063765,14651584,"1402 NW 30th Ave, Camas, WA 98607",584900,3,2.0,1564,45.6012155,-122.4238336,/WA/Camas/1402-NW-30th-Ave-98607/home/14651584,https://ssl.cdn-redfin.com/photo/84/islphoto/485/genIslnoResize.166906485_1.jpg,1988,8712
208165227,196207999,"19311 SE 12th Way, Camas, WA 98607",504995,3,2.0,1484,45.612766,-122.474719,/WA/Camas/19311-SE-12th-Way-98607/home/196207999,https://ssl.cdn-redfin.com/photo/84/islphoto/423/genIslnoResize.566515423_0.jpg,2025,2178
208006290,14626843,"737 NW 20 Ave, Camas, WA 98607",644000,4,3.0,2248,45.5943828,-122.4176793,/WA/Camas/737-NW-20th-Ave-98607/home/14626843,https://ssl.cdn-redfin.com/photo/1/islphoto/178/genIslnoResize.2440178_0.jpg,1977,8403
208075512,185918176,"382 W Fir Loop, Washougal, WA 98671",1274000,6,5.0,4046,45.5985646,-122.3747528,/WA/Washougal/382-W-Fir-Loop-98671/home/185918176,https://ssl.cdn-redfin.com/photo/84/islphoto/501/genIslnoResize.727682501_0.jpg,2025,13068
208065525,185918158,"305 W Fir Loop, Washougal, WA 98671",1649000,5,5.5,4319,45.5997762,-122.3749065,/WA/Washougal/305-W-Fir-Loop-98671/home/185918158,https://ssl.cdn-redfin.com/photo/84/islphoto/543/genIslnoResize.798795543_0.jpg,2024,12196
208037807,14700390,"1403 SE 194th Pl, Camas, WA 98607",649900,3,2.5,2369,45.610444,-122.474312,/WA/Camas/1403-SE-194th-Pl-98607/home/14700390,https://ssl.cdn-redfin.com/photo/84/islphoto/718/genIslnoResize.509120718_2.jpg,2007,4356
208033689,25747585,"5717 NW 26th Ave, Camas, WA 98607",595000,3,2.5,1974,45.598015,-122.468651,/WA/Camas/5717-NW-26th-Ave-98607/home/25747585,https://ssl.cdn-redfin.com/photo/1/islphoto/005/genIslnoResize.2441005_0.jpg,2006,
207911895,109516923,"1911 NW Sage St, Camas, WA 98607",524900,3,2.5,1721,45.5934847,-122.4549169,/WA/Camas/1911-NW-Sage-St-98607/home/109516923,https://ssl.cdn-redfin.com/photo/84/islphoto/325/genIslnoResize.657425325_0.jpg,2016,2178
207887931,185917828,"3865 W 4th St, Washougal, WA 98671",727947,4,2.5,1997,45.603332,-122.377066,/WA/Washougal/3865-W-4th-St-98671/home/185917828,https://ssl.cdn-redfin.com/photo/84/islphoto/224/genIslnoResize.405393224_0.jpg,2025,5227
207880602,194124306,"4537 NW 71st Ave, Camas, WA 98607",2495000,4,4.5,4970,45.628913,-122.454898,/WA/Camas/4537-NW-71st-Ave-98607/home/194124306,https://ssl.cdn-redfin.com/photo/84/islphoto/859/genIslnoResize.205728859_0.jpg,2025,9147
207849829,108368444,"4645 N Adams St, Camas, WA 98607",1187500,4,2.5,3073,45.6135608,-122.4097121,/WA/Camas/4645-N-Adams-St-98607/home/108368444,https://ssl.cdn-redfin.com/photo/84/islphoto/356/genIslnoResize.256795356_2.jpg,2017,5662
207794597,14590969,"22813 NE 28th St, Camas, WA 98607",1650000,4,3.0,3328,45.642353,-122.438707,/WA/Camas/22813-NE-28th-St-98607/home/14590969,https://ssl.cdn-redfin.com/photo/84/islphoto/532/genIslnoResize.110287532_1.jpg,1977,413820
207782289,196037284,"6511 NW Olympic Ln Unit L61, Camas, WA 98607",775000,3,2.5,2125,45.6262271,-122.4510415,/WA/Camas/6511-NW-Olympic-Ln-98607/unit-L-61/home/196037284,https://ssl.cdn-redfin.com/photo/84/islphoto/686/genIslnoResize.421767686_3.jpg,2025,
207746945,196207998,"19309 SE 12th Way, Camas, WA 98607",482995,3,2.0,1353,45.612766,-122.474821,/WA/Camas/19309-SE-12th-Way-98607/home/196207998,https://ssl.cdn-redfin.com/photo/84/islphoto/860/genIslnoResize.182970860_0.jpg,2025,2178
207714580,161217899,"3631 NE Kingbird St, Camas, WA 98607",975000,4,2.5,3279,45.6062805,-122.3991625,/WA/Camas/3631-NE-Kingbird-St-98607/home/161217899,https://ssl.cdn-redfin.com/photo/84/islphoto/425/genIslnoResize.291049425_2.jpg,2020,7840
207668575,185917839,"380 W Laurel St, Washougal, WA 98671",714990,3,2.5,2504,45.60296,-122.376291,/WA/Washougal/380-W-Laurel-St-98671/home/185917839,https://ssl.cdn-redfin.com/photo/84/islphoto/860/genIslnoResize.370029860_0.jpg,2025,5662
207641464,14568681,"4907 NW Highpoint Dr, Camas, WA 98607",1349900,4,3.5,4646,45.5882221,-122.4604569,/WA/Camas/4907-NW-Highpoint-Dr-98607/home/14568681,https://ssl.cdn-redfin.com/photo/84/islphoto/789/genIslnoResize.599242789_3.jpg,2002,9583
207637559,28669204,"5601 NE 276th Ave, Camas, WA 98607",799999,4,2.5,2312,45.6639726,-122.3890257,/WA/Camas/5601-NE-276th-Ave-98607/home/28669204,https://ssl.cdn-redfin.com/photo/84/islphoto/020/genIslnoResize.648834020_1.jpg,2015,89298
207272423,185917308,"4856 N Elk Dr, Camas, WA 98607",1355000,4,4.5,3411,45.6151869,-122.4145339,/WA/Camas/4856-N-Elk-Dr-98607/home/185917308,https://ssl.cdn-redfin.com/photo/84/islphoto/786/genIslnoResize.648327786_1.jpg,2023,8276
207518627,185917267,"3157 N 50th Ave, Camas, WA 98607",1150000,3,3.0,2300,45.6160487,-122.4148354,/WA/Camas/3157-N-50th-Ave-98607/home/185917267,https://ssl.cdn-redfin.com/photo/1/islphoto/765/genIslnoResize.2433765_0.jpg,2023,7156
